Gift by Rocco DeLuca & The Burden,0,1,0.402,0.617,0.18899999999999997,147.989,0.071,0.171,1.0,0.155,0.109,0.292,0.228,0.812,0.192,0.055999999999999994,0.057,0.254,0.0,0.0,0.0,0.0,0.654883,0.0,0.0,sad
Piss Angel by Pig Destroyer,10,0,0.198,0.9440000000000001,0.18100000000000002,94.47,0.184,0.264,0.345,0.368,0.386,1.0,0.9259999999999999,0.57,0.5920000000000001,0.35700000000000004,0.588,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.859075,angry
Don't Let Me Be Misunderstood by Eric Burdon,11,0,0.7490000000000001,0.545,0.654,111.40700000000001,0.95,1.0,0.821,0.677,0.654,0.675,0.7140000000000001,0.7829999999999999,0.825,0.826,0.943,0.9470000000000001,0.0,0.0,0.0,0.593549,0.0,0.0,0.890302,angry
In The House Of Stone And Light by Martin Page,11,1,0.623,0.797,0.802,89.274,0.042,0.006999999999999999,0.006999999999999999,0.006,0.004,0.004,0.006999999999999999,0.004,0.009000000000000001,0.008,0.028999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.680879,0.0,chill
On Repeat by LCD Soundsystem,7,1,0.8270000000000001,0.669,0.825,134.026,0.23,0.214,0.17300000000000001,0.11699999999999999,0.131,0.131,0.35200000000000004,0.968,1.0,0.8420000000000001,0.532,0.311,0.0,0.0,0.0,0.0,0.0,0.8695780000000001,0.0,chill
Katharina by Fotos,6,0,0.535,0.371,0.251,149.95600000000002,0.93,0.818,1.0,0.591,0.57,0.27899999999999997,0.174,0.47600000000000003,0.319,0.22,0.147,0.32299999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Drowning In Your Eyes by Ephraim Lewis,5,0,0.6890000000000001,0.419,0.529,110.446,0.9059999999999999,1.0,0.373,0.34,0.408,0.42,0.27899999999999997,0.278,0.261,0.203,0.203,0.373,0.0,0.0,0.5239510000000001,0.0,0.649807,0.0,0.762985,chill
Losing Sight by As I Lay Dying,0,1,0.27899999999999997,0.948,0.41600000000000004,172.18900000000002,0.551,1.0,0.9490000000000001,0.45899999999999996,0.373,0.5329999999999999,0.27,0.187,0.237,0.17800000000000002,0.149,0.406,0.0,0.0,0.0,0.764582,0.65761,0.0,0.738174,angry
Devil Gate Drive by Suzi Quatro,2,1,0.568,0.94,0.35,135.541,0.909,0.794,0.922,0.76,0.723,0.72,0.8420000000000001,0.7390000000000001,0.795,0.755,0.723,1.0,0.0,0.0,0.0,0.0,0.0,0.545859,0.0,chill
Feuer und Wasser by Rammstein,0,0,0.409,0.525,0.223,160.033,0.7559999999999999,1.0,0.648,0.606,0.655,0.6829999999999999,0.532,0.526,0.35600000000000004,0.366,0.261,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
