I Want Your Sex - Pts. 1 & 2 Remastered by George Michael,10,0,0.812,0.6,0.8,99.189,0.695,0.11599999999999999,0.09300000000000001,0.024,0.017,0.239,0.09699999999999999,0.013000000000000001,0.045,0.02,0.43799999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.762676,happy
Pussy Liquor by Rob Zombie,10,1,0.54,0.9229999999999999,0.531,112.936,0.956,0.573,0.312,0.39799999999999996,0.387,1.0,0.354,0.39899999999999997,0.366,0.28800000000000003,0.37,0.41700000000000004,0.837899,0.0,0.0,0.0,0.0,0.0,0.0,angry
12 by Katatonia,6,1,0.134,0.674,0.162,69.289,1.0,0.887,0.115,0.10300000000000001,0.079,0.06,0.054000000000000006,0.061,0.062,0.047,0.037000000000000005,0.141,0.0,0.0,0.0,0.528958,0.0,0.0,0.0,sad
Swinging On A Star - Single Version by Bing Crosby,0,1,0.706,0.16699999999999998,0.7240000000000001,139.763,0.006999999999999999,0.004,0.004,0.06,0.473,1.0,0.233,0.006999999999999999,0.002,0.001,0.001,0.001,0.6245310000000001,0.0,0.0,0.0,0.0,0.0,0.944534,happy
Get Back by Ludacris,1,1,0.555,0.639,0.184,171.609,0.924,0.505,0.18899999999999997,0.17,0.256,0.457,0.53,0.48,0.915,0.945,1.0,0.166,0.709843,0.0,0.0,0.0,0.0,0.0,0.687534,angry
Ifwhiteamericatoldthetruthforonedayit'sworldwouldfallapart - Remastered by Manic Street Preachers,4,0,0.348,0.8079999999999999,0.469,147.998,0.5529999999999999,1.0,0.48,0.726,0.564,0.38299999999999995,0.451,0.541,0.395,0.319,0.474,0.314,0.0,0.0,0.7817430000000001,0.0,0.0,0.0,0.0,angry
If You're Gonna Leave by Emerson Hart,1,1,0.44799999999999995,0.519,0.355,154.22,0.9620000000000001,1.0,0.792,0.7959999999999999,0.7929999999999999,0.794,0.8390000000000001,0.838,0.797,0.785,0.777,0.445,0.651943,0.0,0.0,0.0,0.0,0.0,0.9504540000000001,sad
Architecture Of Aggression by Megadeth,11,0,0.537,0.97,0.502,95.337,0.114,0.17600000000000002,0.166,0.11,0.09300000000000001,0.129,1.0,0.098,0.114,0.127,0.179,0.631,0.0,0.0,0.0,0.56911,0.0,0.670747,0.0,angry
Heart Of Glass - Special Mix by Blondie,4,1,0.6940000000000001,0.5770000000000001,0.845,114.478,0.89,0.546,0.381,0.275,0.262,0.34,0.33799999999999997,0.281,0.43200000000000005,0.8220000000000001,1.0,0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.8272879999999999,happy
Impossible by The Clientele,4,1,0.439,0.7070000000000001,0.563,108.905,1.0,0.639,0.081,0.067,0.045,0.02,0.009000000000000001,0.028999999999999998,0.036000000000000004,0.034,0.031,0.12,0.0,0.0,0.0,0.5745060000000001,0.5705979999999999,0.939384,0.0,relaxed
Love is All by The Tallest Man On Earth,2,1,0.624,0.252,0.36700000000000005,107.0,0.171,0.011000000000000001,0.006,0.009000000000000001,0.008,0.027999999999999997,0.054000000000000006,0.015,0.022000000000000002,0.045,0.257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Silence Is Golden by Garbage,11,0,0.386,0.879,0.39,108.06,1.0,0.94,0.578,0.59,0.597,0.63,0.598,0.586,0.564,0.539,0.483,0.094,0.0,0.617185,0.0,0.0,0.876898,0.0,0.830009,angry
And It Stoned Me - 2013 Remaster by Van Morrison,7,1,0.593,0.46799999999999997,0.597,75.798,1.0,0.955,0.386,0.37,0.33799999999999997,0.368,0.345,0.29600000000000004,0.243,0.151,0.10099999999999999,0.29600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.9030940000000001,relaxed
I'm on My Way by The Proclaimers,8,1,0.8240000000000001,0.634,0.743,118.92200000000001,0.855,0.5720000000000001,0.509,0.49200000000000005,0.359,0.364,0.9570000000000001,1.0,0.605,0.585,0.057999999999999996,0.026000000000000002,0.0,0.0,0.516311,0.0,0.0,0.0,0.527933,happy
My Gun Go Off by 50 Cent,7,1,0.632,0.76,0.275,84.838,0.385,0.213,0.121,0.152,0.183,0.184,0.162,0.34600000000000003,1.0,0.982,0.358,0.18899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.777243,angry
