One Step Too Far by Faithless,4,0,0.644,0.852,0.629,111.98700000000001,1.0,0.983,0.364,0.326,0.3,0.317,0.315,0.302,0.271,0.22899999999999998,0.209,0.45399999999999996,0.0,0.0,0.0,0.570681,0.0,0.0,0.0,chill
Day One: Vigil by Ayreon,4,0,0.31,0.386,0.509,87.398,0.344,0.374,0.307,0.442,0.968,1.0,0.774,0.251,0.289,0.273,0.26899999999999996,0.23800000000000002,0.0,0.0,0.0,0.564595,0.0,0.0,0.908434,chill
Catch The Rainbow by Rainbow,4,0,0.32,0.41200000000000003,0.282,132.986,0.9490000000000001,1.0,0.498,0.537,0.498,0.523,0.507,0.48200000000000004,0.413,0.24600000000000002,0.11599999999999999,0.217,0.0,0.0,0.828141,0.0,0.0,0.0,0.8400280000000001,chill
Greenville by Lucinda Williams,1,1,0.353,0.395,0.312,185.265,0.5329999999999999,1.0,0.377,0.314,0.467,0.345,0.359,0.43700000000000006,0.39799999999999996,0.40299999999999997,0.498,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.770435,chill
Heart And Shoulder by Heather Nova,7,1,0.517,0.6809999999999999,0.32299999999999995,114.96600000000001,1.0,0.856,0.419,0.275,0.257,0.264,0.203,0.114,0.171,0.263,0.252,0.528,0.0,0.0,0.0,0.790061,0.0,0.0,0.724637,chill
Long Stick Goes Boom by Krokus,2,1,0.442,0.7440000000000001,0.244,128.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.522234,0.0,angry
Sweet Darlin' by She & Him,0,1,0.318,0.8759999999999999,0.16899999999999998,133.925,0.9009999999999999,1.0,0.335,0.28800000000000003,0.22399999999999998,0.294,0.20199999999999999,0.11900000000000001,0.201,0.225,0.355,0.247,0.0,0.0,0.0,0.512496,0.0,0.0,0.781683,happy
Action by Powerman 5000,1,0,0.442,0.997,0.303,146.336,0.462,1.0,0.364,0.695,0.447,0.677,0.731,0.5539999999999999,0.48700000000000004,0.33299999999999996,0.33,0.263,0.0,0.0,0.52937,0.0,0.0,0.0,0.95408,angry
All For Swinging You Around by The New Pornographers,6,1,0.401,0.909,0.797,177.94799999999998,0.414,0.233,0.175,0.183,0.157,0.196,0.28600000000000003,0.268,0.11800000000000001,0.087,0.19399999999999998,1.0,0.0,0.0,0.0,0.5187390000000001,0.873713,0.0,0.0,happy
And I'm Evil by Beatallica,0,1,0.275,0.9329999999999999,0.611,75.722,1.0,0.983,0.502,0.508,0.569,0.569,0.598,0.579,0.5720000000000001,0.579,0.631,0.16,0.709518,0.0,0.0,0.0,0.0,0.0,0.733641,happy
Chi by Korn,1,0,0.6970000000000001,0.8079999999999999,0.54,95.84100000000001,0.079,0.049,0.035,0.026000000000000002,0.02,0.027000000000000003,0.040999999999999995,0.265,1.0,0.894,0.39299999999999996,0.145,0.0,0.0,0.0,0.743478,0.0,0.6245310000000001,0.0,angry
Neon Moon by Brooks & Dunn,9,1,0.7020000000000001,0.632,0.457,102.404,0.7020000000000001,0.691,0.6709999999999999,0.767,0.929,0.7070000000000001,0.67,0.775,0.963,0.9620000000000001,1.0,0.991,0.0,0.0,0.0,0.730222,0.664447,0.73229,0.0,chill
A Dream About You by Keri Noble,10,0,0.633,0.193,0.115,73.982,0.21100000000000002,0.059000000000000004,0.08199999999999999,0.07,0.092,0.22699999999999998,0.15,0.040999999999999995,0.037000000000000005,0.23600000000000002,1.0,0.919,0.0,0.0,0.0,0.749115,0.51064,0.0,0.71572,chill
Around The World by Aqua,6,1,0.698,0.9690000000000001,0.9640000000000001,129.953,0.978,1.0,0.31,0.289,0.22399999999999998,0.303,0.23199999999999998,0.26,0.265,0.297,0.27399999999999997,0.314,0.0,0.0,0.7778930000000001,0.0,0.0,0.0,0.664175,happy
Evil Urges by My Morning Jacket,7,1,0.45299999999999996,0.895,0.452,133.917,0.511,0.5770000000000001,0.6409999999999999,0.7040000000000001,0.716,0.7559999999999999,0.72,0.667,0.705,0.805,0.845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947929,happy
Nothing Much to Lose by My Bloody Valentine,2,1,0.282,0.95,0.0814,130.67700000000002,0.843,0.863,0.409,0.5379999999999999,0.467,0.41,0.478,0.635,0.517,0.429,0.306,1.0,0.0,0.0,0.532833,0.0,0.0,0.0,0.0,chill
Chop Suey! by System of a Down,7,0,0.419,0.934,0.28600000000000003,127.288,1.0,0.8420000000000001,0.27899999999999997,0.275,0.171,0.256,0.337,0.349,0.281,0.285,0.436,0.55,0.0,0.544894,0.0,0.698721,0.0,0.0,0.0,angry
The Freak Show by Antimatter,9,0,0.35600000000000004,0.66,0.0742,107.791,1.0,0.9890000000000001,0.625,0.599,0.5760000000000001,0.575,0.563,0.55,0.54,0.518,0.512,0.284,0.0,0.0,0.671339,0.0,0.0,0.5597260000000001,0.0,chill
Omen Sore by ERA,9,1,0.376,0.638,0.23399999999999999,80.028,0.3,0.41200000000000003,0.542,0.607,0.8490000000000001,0.659,0.43700000000000006,0.255,0.332,1.0,0.385,0.17,0.0,0.571288,0.0,0.0,0.0,0.0,0.0,chill
When I Get Where I'm Going by Brad Paisley,0,1,0.52,0.379,0.20800000000000002,85.934,0.58,0.743,0.634,0.524,0.799,0.9520000000000001,1.0,0.975,0.672,0.6859999999999999,0.414,0.129,0.0,0.0,0.671823,0.662054,0.0,0.0,0.51835,chill
Victory by Megadeth,10,0,0.42200000000000004,0.973,0.297,168.051,0.988,1.0,0.413,0.369,0.336,0.365,0.368,0.35,0.319,0.265,0.233,0.51,0.0,0.0,0.0,0.535245,0.0,0.0,0.850625,angry
My Baby Does Me by Queen,1,1,0.7859999999999999,0.415,0.7120000000000001,90.954,0.669,1.0,0.769,0.741,0.386,0.401,0.44,0.40700000000000003,0.17800000000000002,0.16899999999999998,0.44,0.139,0.0,0.0,0.8325940000000001,0.0,0.6815060000000001,0.0,0.0,happy
Morning Glory by Tim Buckley,8,1,0.358,0.285,0.38,83.85799999999999,1.0,0.8959999999999999,0.7240000000000001,0.5670000000000001,0.546,0.496,0.41200000000000003,0.35100000000000003,0.36200000000000004,0.42,0.48700000000000004,0.568,0.0,0.8352,0.0,0.0,0.0,0.0,0.917243,chill
Black Light District by The Gathering,10,1,0.217,0.7879999999999999,0.113,113.62200000000001,0.609,0.585,0.7140000000000001,0.618,0.7659999999999999,0.517,0.619,1.0,0.748,0.45899999999999996,0.331,0.31,0.0,0.0,0.0,0.84885,0.0,0.0,0.0,chill
Can You Hear The Music by The Rolling Stones,5,1,0.322,0.69,0.49200000000000005,73.279,0.605,0.779,0.765,0.7509999999999999,0.7170000000000001,0.703,0.995,1.0,0.9470000000000001,0.9620000000000001,0.52,0.528,0.0,0.0,0.754262,0.0,0.0,0.0,0.931982,chill
Reminiscing by Little River Band,7,1,0.54,0.465,0.341,94.73100000000001,0.40399999999999997,0.34700000000000003,0.33899999999999997,1.0,0.523,0.575,0.303,0.252,0.19899999999999998,0.264,0.595,0.386,0.0,0.0,0.5327529999999999,0.0,0.0,0.0,0.0,chill
Dead and Buried by Alien Sex Fiend,8,0,0.272,0.893,0.511,169.292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.557401,0.0,0.0,0.0,angry
Sway by Voxtrot,4,0,0.456,0.27699999999999997,0.165,137.128,0.493,0.391,0.665,0.522,0.47700000000000004,0.633,0.602,0.46799999999999997,0.434,0.5529999999999999,1.0,0.528,0.0,0.0,0.0,0.81482,0.0,0.0,0.50589,chill
Homebird by Foy Vance,0,1,0.695,0.278,0.501,81.992,0.843,0.9359999999999999,0.8270000000000001,0.726,0.721,0.742,0.9670000000000001,0.877,0.7809999999999999,0.892,0.835,1.0,0.0,0.0,0.5347609999999999,0.0,0.0,0.0,0.658666,chill
Rain Song by COLD,7,0,0.518,0.858,0.301,101.98700000000001,0.8029999999999999,0.986,0.8240000000000001,0.718,0.88,1.0,0.941,0.7859999999999999,0.7709999999999999,0.7859999999999999,0.775,0.746,0.0,0.0,0.0,0.624501,0.0,0.939867,0.0,chill
Cruel Summer by Bananarama,1,0,0.6659999999999999,0.871,0.9359999999999999,108.501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.578234,0.0,0.0,0.658666,happy
